language,sentence
bengali,কারের বিশ্বকোষ সাধারণত তথ্যসূত্র উদ্ধ
bengali,"ৃতির জন্য সঠিক নয়, এবং প্রামাণ্য হি"
bengali,সেবে এগুলোর উপর নির্ভর করা উচিৎ নয়।
bengali,[৪৮] ওয়েলস একবার (২০০৬ বা তার আগে) 
bengali,বলেন তিনি প্রতি সপ্তাহে দশ হাজার ইমে
bengali,ইল পাচ্ছেন যারা বলে তারা তাদের পেপার
bengali,ে ফেল গ্রেড পাচ্ছে কসরণ তারা উইকিপিড
bengali,িয়া থেকে উদ্ধৃতি দিয়েছিল; তিনি ছাত
bengali,্রদেরকে বলেন তারা তাদের প্রাপ্য নম্ব
bengali,"রই পেয়েছে। ""ঈশ্বরের দোহাই লাগে, তোম"
bengali,"রা এখন কলেজে পড়ছো, উইকিপিডিয়া থেকে"
bengali," উদ্ধৃতি দিয়ো না।"" তিনি বলেন। [৪৯]"
bengali,সচিত্র যৌন বিষয়বস্তু অনুমোদনের জন্য উইকিপি
bengali,ডিয়া সমালোচিত হয়েছে। শিশু নিরাপত্তা অধিকা
bengali,রকর্মীগণ বলেন উইকিপিডিয়ার অনেক পাতাতেই সচি
bengali,"ত্র যৌন বিষয়বস্তু দেখা যায়, কোন সতর্কবার্"
bengali,তা বা বয়স যাচাইয়ের ব্যবস্থা ছাড়াই।[৫০]
bengali,উইকিপিডিয়া প্রতিষ্ঠা করেছে উইকিমিডিয়া 
bengali,ফাউন্ডেশন নামের একটি অলাভজনক প্রতিষ্ঠান।
bengali, এই প্রতিষ্ঠানটি উইকিপিডিয়ার অন্যান্য স
bengali,"হপ্রকল্পগুলি পরিচালনা করে, যেমন: উইকিবই,"
bengali, উইকিঅভিধান। উইকিমিডিয়া চ্যাপ্টার হল উই
bengali,পিডিয়ানদের স্থানীয় সংগঠন। যার মাধ্যমে
bengali," প্রচার, প্রসার এবং প্রকল্প পরিচালনার জ"
bengali,ন্য তহবিল সংগ্রহের মত কাজগুলি করা হয়।
bengali,উইকিপিডিয়ার কাজগুলি মিডিয়াউইকির উপর
bengali, নির্ভর করে করা হয়ে থাকে। মিডিয়াউইক
bengali,ি হল একটি মুক্ত এবং ওপেন সোর্স উইকি 
bengali,সফটওয়্যার প্লাটফর্ম যেটি পিএইচপি প্
bengali,রোগ্রামিং ভাষায় লেখা এবং এটি তথ্যভা
bengali,ন্ডারের ভিত্তি হিসাবে মাইসিকোয়েল ব্
bengali,যবহার করা হয়েছে। [৫১] সফটওয়্যারটিত
bengali,ে বিভিন্ন প্রোগ্রামিং বৈশিষ্ট একত্রি
bengali,"ত করা হয়েছে, যেমন ম্যাক্রো ভাষা, চল"
bengali,"ক, টেমপ্লেট এর সমন্বয়করণের মাধ্যমে "
bengali,ব্যবহার এবং ইউআরএল পুনর্নির্দেশনা ইত
bengali,্যাদি। মিডিয়াউইকি গণু জেনারেল পাবলি
bengali,ক লাইসেন্স এর অধিনে প্রকাশ করা হয়েছ
bengali,ে যা সকল উইকিমিডিয়া প্রকল্পে এবং প্
bengali,রায় সবধরনের উইকি প্রকল্পেই ব্যবহার 
bengali,করা হয়। বিশেষভাবে বলতে গেলে উইকিপিড
bengali,িয়া Clifford Adams এর পার্ল প্রোগ্র
bengali,ামিং ভাষায় লেখা UseModWiki নামের এক
bengali,টি সফটওয়্যার দিলে চালানো হতো (ধাপ ১
bengali,)। প্রবন্ধের হাইপারলিংক সঠিক ভাবে কা
bengali,জ করানোর জন্য প্রাথমিকভাবে একটি বিশে
bengali,ষ পদ্ধতি অণুসরন করা হয়েছিল। তখন একা
bengali,ধিক শব্দের কোন হাইপারলিংক তৈরি করার 
bengali,সময় শব্দগুলির মাঝের ফাকা জায়গাগুলি
bengali, মুছে দিয়ে একটি শব্দ তৈরি কর সেটির 
bengali,সাথে লিংক তৈরি করা হত। দুই জোড়া তৃত
bengali,ীয় বন্ধনি ব্যবহার করে লিংক তৈরির পদ
bengali,্ধতিটি পরবর্তীকালে সফটওয়্যারটিতে সং
bengali,যুক্ত করা হয়। জানুয়ারি ২০০২ সালে উ
bengali,ইকিপিডিয়াতে পিএইচপি উইকি ইঞ্জিন এবং
bengali, মাইসিকোয়েল ডাটাবেজ ব্যবহার শুরু কর
bengali,া হয় (ধাপ ২)। উইকিপিডিয়ার জন্য বিশ
bengali,েষ এই পদ্ধতিটি তৈরি করে দেন Magnus M
bengali,anske । ক্রমবর্ধমান চাহিদা অনুযায়ী 
bengali,এই সর্বশেষ সংস্করণের সফটওয়্যারটিতে 
bengali,বিভিন্ন ধরনের পরিবর্তন করা হয়েছে। জ
bengali,ুলাই ২০০২-এ উইকিপিডিয়াতে Lee Daniel
bengali, Crocker এর লেখা মিডিয়াউইকি নামের ত
bengali,ৃতীয় প্রজন্মের এই সফটওয়্যারটি ব্যব
bengali,হার শুরু করা হয়। প্রয়োজন অনুযায়ী 
bengali,মিডিয়াউইকির বৈশিষ্ট বৃদ্ধির জন্য বি
bengali,ভিন্ন ধরনের বর্ধিতাংশ ব্যবহার করা হচ
bengali,্ছে। [৫২] এপ্রিল ২০০৫ -এ মিডিয়াউইকি
bengali, সার্চ অপশনের জন্য Lucene এর একটি বর
bengali,"্ধিতাংশ[৫৩][৫৪] যুক্ত করা হয়, এবং ত"
bengali,থ্য খোঁজার এই বিশেষ এই সুবিধার জন্য 
bengali,উইকিপিডিয়া মাইসিকোয়েল এর পরিবর্তে 
bengali,Lucene ব্যবহার শুরু করে। বর্তমানে উই
bengali,কিপিডিয়াতে জাভা প্রোগ্রামিং ভাষায় 
bengali,লেখা Lucene Search 2 [৫৫] ব্যবহার কর
bengali,া হচ্ছে যেটি Lucene library 2.0 [৫৬]
bengali, এর উপর ভিত্তি করে তৈরি করা হয়েছে।
bengali,উইকিপিডিয়ায় তথ্য ব্যবস্থাপনার জন্য ল
bengali,িনাক্সের (প্রধানত উবুন্টু)বহুস্তর বিশি
bengali,ষ্ট বিস্তৃত একগুচ্ছ সার্ভার ব্যবহার কর
bengali,"া হয়, তবে ZFS এর বিশেষ সুবিধার জন্য ক"
bengali,িছু ওপেন সোলারিস সার্ভারও ব্যবহার করা 
bengali,হয়েছে। [৫৭][৫৮] ফেব্রুয়ারি ২০০৮ পর্য
bengali,ন্ত এই সার্ভারগুলির ৩০০টি ছিল ফ্লোরিডা
bengali,"য়, ২৬টি আর্মস্টার্ডাম এবং ২৩টিইয়াহুর"
